"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2026-02-09","3309671","E Arapaho Rd #F","Chef Hanoka Sushi","1401 E Arapaho Rd  ","Richardson","TX","75081","2","0",,"0",,"0",,"45.16","0.00","0.00","0.00","45.16","1","0.500","1","0.500","0","0","2","00:00:00.000","00:00:00.000","00:31:30.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-09","9811888","Avenue A","Luke's Breakfast Wraps","93 Avenue A  ","New York","NY","10009","3","0",,"0",,"0",,"64.34","0.00","0.00","0.00","64.34","2","0.667","1","0.333","0","0","3","00:17:19.800","00:16:00.000","00:09:40.200","00:53:19.800","0","0","0","0","0","0","0"
"2026-02-23","8569872",,"Mighty Grilled Cheese","6600 W Sylvania Ave  ","Sylvania","OH","43560","1","0",,"0",,"0",,"30.56","0.00","0.00","0.00","30.56","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:19:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-23","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","10","0",,"0",,"0",,"215.32","0.00","0.00","0.00","215.32","4","0.400","10","1.000","0","0","10","00:01:04.800","00:00:40.200","00:17:15.000","00:49:19.800","0","0","0","0","0","0","0"
"2026-02-16","1968311",,"Penny's Pancakes","1237 Fulton Street  ","Brooklyn","NY","11216","2","0",,"0",,"0",,"47.93","0.00","0.00","0.00","47.93","1","0.500","1","0.500","0","0","2","00:15:30.000","00:08:00.000","00:11:30.000","00:31:30.000","0","0","0","0","0","0","0"
"2026-02-02","4831784","34-02 30th St","Lovin' Vegan Desserts","3402 30th St  ","Astoria","NY","11106","3","0",,"0",,"0",,"64.44","0.00","0.00","0.00","64.44","2","0.667","3","1.000","0","0","3","00:02:00.000","00:00:00.000","00:13:00.000","00:21:40.200","0","0","0","0","0","0","0"
"2026-02-02","3312817","Lexington Ave","Pressed On Panini's","1424 Lexington Ave  ","New York","NY","10128","2","0",,"0",,"0",,"63.96","0.00","0.00","0.00","63.96","1","0.500","0",,"0","0","2","00:16:30.000","00:12:30.000","00:08:00.000","00:38:00.000","0","0","0","0","0","0","0"
"2026-02-16","10929056","Chestnut St","Charlie's Calzone Co","1929 Chestnut St  ","Philadelphia","PA","19103","2","0",,"0",,"0",,"44.86","0.00","0.00","0.00","44.86","2","1.000","1","0.500","0","0","2","00:03:00.000","00:01:30.000","00:13:30.000","00:44:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310580","George St","Sandwiches On Fleek","228 George St  ","New Brunswick","NJ","08901","1","0",,"0",,"0",,"21.57","0.00","0.00","0.00","21.57","1","1.000","0",,"0","0","1","00:01:00.000","00:01:00.000","00:22:00.000","00:53:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310403","W Indian School Rd","Nakamura Ramen House","400 W Indian School Rd  ","Phoenix","AZ","85013","3","0",,"0",,"0",,"72.01","0.00","0.00","0.00","72.01","2","0.667","3","1.000","0","0","3","00:00:00.000","00:00:00.000","00:12:00.000","00:21:15.000","0","0","0","0","0","0","0"
"2026-02-16","5314864","Golden Restaurant and Bakery-1849 N Scottsdale Rd","Mohamed's Pizza Flip","1849 N Scottsdale Rd  ","Scottsdale","AZ","85288","1","0",,"0",,"0",,"19.98","0.00","0.00","0.00","19.98","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:22:00.000","00:48:00.000","0","0","0","0","0","0","0"
"2026-01-26","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","2","0",,"0",,"0",,"73.52","0.00","0.00","0.00","73.52","1","0.500","2","1.000","0","0","2","00:01:00.000","00:00:30.000","00:20:00.000","00:38:30.000","1","1","0","0","0","0","0"
"2026-02-23","2776714",,"LV Taco Bar (1st Ave)","1741 1st Avenue  ","New York","NY","10128","1","0",,"0",,"0",,"19.78","0.00","0.00","0.00","19.78","0",,"1","1.000","0","0","1","00:08:00.000","00:00:00.000","00:04:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-01-26","2460412",,"Breakfast Burrito Snob","488 Post St ","San Francisco","CA","94102","1","0",,"0",,"0",,"28.66","0.00","0.00","0.00","28.66","1","1.000","0",,"0","0","1","00:08:00.000","00:07:00.000","00:18:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-16","5151472","Valentino's (1634 W High St)-","Stromboli House","1634 W High St  ","Pottstown","PA","19464","1","0",,"0",,"0",,"44.46","0.00","0.00","0.00","44.46","1","1.000","0",,"0","0","1","00:01:00.000","00:01:00.000","00:16:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-23","2900607",,"Princess Panini","589 1st Avenue  ","New York","NY","10016","1","0",,"0",,"0",,"22.99","0.00","0.00","0.00","22.99","0",,"0",,"0","0","1","00:08:00.000","00:00:00.000","00:10:00.000","00:25:00.000","0","0","0","0","0","0","0"
"2026-02-02","10602440","Utica Ave","Mac's Cheese Factory","2102 Utica Ave  ","Brooklyn","NY","11234","1","0",,"0",,"0",,"19.29","0.00","0.00","0.00","19.29","0",,"1","1.000","0","0","1","00:03:00.000","00:03:00.000","00:13:00.000","01:16:00.000","0","0","0","0","0","0","0"
"2026-02-23","2391353",,"Famous Gyro Bar","244 W 14th St ","New York","NY","10011","1","0",,"0",,"0",,"16.79","0.00","0.00","0.00","16.79","1","1.000","1","1.000","0","0","1","00:09:00.000","00:00:00.000","00:02:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-23","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","2","0",,"0",,"0",,"106.30","0.00","0.00","0.00","106.30","1","0.500","2","1.000","0","0","2","00:01:00.000","00:01:00.000","00:20:30.000","00:47:30.000","0","0","0","0","0","0","0"
"2026-02-23","10078528","8th Ave","Fresh N Fruity Smoothies","382 8th Ave  ","New York","NY","10001","3","0",,"0",,"0",,"74.12","0.00","0.00","0.00","74.12","2","0.667","2","0.667","0","0","3","00:05:19.800","00:04:19.800","00:07:40.200","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-02","4837568","319 Rogers Ave","Olivia's Breakfast Cafe","319 Rogers Ave  ","Brooklyn","NY","11225","1","0",,"0",,"0",,"18.56","0.00","0.00","0.00","18.56","1","1.000","1","1.000","0","0","1","00:05:00.000","00:05:00.000","00:05:00.000","00:36:00.000","0","0","0","0","0","0","0"
"2026-02-09","3311071","Madison Ave","General's French Toast","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"22.47","0.00","0.00","0.00","22.47","0",,"0",,"0","0","1","00:16:00.000","00:07:00.000","00:22:00.000","00:49:00.000","0","0","0","0","0","0","0"
"2026-02-02","9815016","3907 Lee Hwy","Top Notch Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","2","0",,"0",,"0",,"46.33","0.00","0.00","0.00","46.33","2","1.000","0",,"0","0","2","00:02:30.000","00:02:30.000","00:18:30.000","00:45:00.000","0","0","0","0","0","0","0"
"2026-02-23","9843248","277 Gold St","The Burger Hole","277 Gold St  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"37.76","0.00","0.00","0.00","37.76","0",,"0",,"0","0","1","00:13:00.000","00:05:00.000","00:05:00.000","00:25:00.000","0","0","0","0","0","0","0"
"2026-01-26","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","2","0",,"0",,"0",,"50.54","0.00","0.00","0.00","50.54","2","1.000","2","1.000","0","0","2","00:03:30.000","00:00:00.000","00:25:00.000","00:42:30.000","0","0","0","0","0","0","0"
"2026-02-16","10076952","Homestead Rd","Roman's Pizza Oven","2898 Homestead Rd  ","Santa Clara","CA","95051","1","0",,"0",,"0",,"16.78","0.00","0.00","0.00","16.78","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:10:00.000","00:35:00.000","0","0","0","0","0","0","0"
"2026-02-02","9822568","57 sip ave","The Kabob Snob","57 Sip Ave  ","Jersey City","NJ","07306","2","0",,"0",,"0",,"43.36","0.00","0.00","0.00","43.36","1","0.500","2","1.000","0","0","2","00:00:30.000","00:00:30.000","00:29:00.000","01:39:00.000","0","0","0","0","0","0","0"
"2026-02-02","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","1","0",,"0",,"0",,"16.78","0.00","0.00","0.00","16.78","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:20:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310203","9th Ave","The Juice Empire","755 9th Ave  ","New York","NY","10019","3","0",,"0",,"0",,"104.07","0.00","0.00","0.00","104.07","2","0.667","2","0.667","0","0","3","00:03:00.000","00:00:00.000","00:15:00.000","00:31:30.000","0","0","0","0","0","0","0"
"2026-02-02","5320096","Yue Bai Wei - 5874 Forbes Ave","Xiu's Vegetarian Chinese","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","0",,"0",,"0",,"39.98","0.00","0.00","0.00","39.98","0",,"1","1.000","0","0","1","00:06:00.000","00:06:00.000","00:10:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310297","W Peoria Ave #116","Kung Fu Chinese Kitchen","8520 W Peoria Ave  ","Peoria","AZ","85345","4","0",,"0",,"0",,"125.16","0.00","0.00","0.00","125.16","3","0.750","3","0.750","0","0","4","00:02:10.199","00:00:00.000","00:21:19.800","00:37:19.800","0","0","0","0","0","0","0"
"2026-02-02","2776206",,"Frankie's Burger Bar","937 1st Avenue  ","New York","NY","10022","2","0",,"0",,"0",,"28.36","0.00","0.00","0.00","28.36","2","1.000","2","1.000","0","0","2","00:03:00.000","00:00:30.000","00:09:00.000","00:42:00.000","0","0","0","0","0","0","0"
"2026-02-23","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","1","0",,"0",,"0",,"29.27","0.00","0.00","0.00","29.27","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:06:00.000","00:50:00.000","1","0","0","0","0","1","1"
"2026-02-16","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","4","0",,"0",,"0",,"171.83","0.00","0.00","0.00","171.83","2","0.500","4","1.000","0","0","4","00:01:30.000","00:01:30.000","00:12:30.000","00:31:00.000","0","0","0","0","0","0","0"
"2026-02-02","4831888","197 Havemeyer St.","Pita Sandwich Bite","197 Havemeyer St  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"43.76","0.00","0.00","0.00","43.76","0",,"0",,"0","0","1","00:06:00.000","00:00:00.000","00:17:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-16","5320096","Yue Bai Wei - 5874 Forbes Ave","Xiu's Vegetarian Chinese","5874 Forbes Ave  ","Pittsburgh","PA","15217","2","0",,"0",,"0",,"45.98","0.00","0.00","0.00","45.98","0",,"2","1.000","0","0","2","00:05:00.000","00:00:00.000","00:14:00.000","00:37:30.000","0","0","0","0","0","0","0"
"2026-01-26","9813496","E 149th","Fresh N Fruity Smoothies","560 E 149th St  ","Bronx","NY","10455","2","0",,"2","1.000","2","1.000","72.72","0.00","-72.72","-72.72","0.00","1","0.500","0",,"0","0","2",,,,,"0","0","0","0","0","0","0"
"2026-02-23","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","10","1","0.100","0",,"0",,"340.16","-15.58","0.00","0.00","324.58","2","0.200","6","0.600","0","0","10","00:15:14.400","00:09:18.000","00:19:42.000","00:42:50.400","1","0","0","1","0","0","0"
"2026-01-26","4836096","197 Havemeyer St.","Twin Peaks Burger","197 Havemeyer St  ","Brooklyn","NY","11211","3","0",,"0",,"0",,"101.85","0.00","0.00","0.00","101.85","2","0.667","3","1.000","0","0","3","00:10:19.800","00:00:19.800","00:12:00.000","00:58:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310190","32nd St","Prime Burger Lounge","590 32nd St  ","Union City","NJ","07087","1","0",,"1","1.000","1","1.000","17.48","0.00","-17.48","-17.48","0.00","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-02","4831664","319 Rogers Ave","The Sandwich Vibe","319 Rogers Ave  ","Brooklyn","NY","11225","1","0",,"0",,"0",,"19.87","0.00","0.00","0.00","19.87","1","1.000","1","1.000","0","0","1","00:15:00.000","00:15:00.000","00:05:00.000","00:35:00.000","0","0","0","0","0","0","0"
"2026-02-09","8570072",,"Carmen's Breakfast Burritos","4352 E Speedway Blvd  ","Tucson","AZ","85712","5","0",,"0",,"0",,"89.90","0.00","0.00","0.00","89.90","2","0.400","5","1.000","0","0","5","00:02:00.000","00:00:00.000","00:15:24.000","00:27:24.000","1","0","1","0","0","0","1"
"2026-01-26","9797968","4352 E Speedway Blvd","Antonio's Quesadilla Shack","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","0",,"0",,"0",,"23.78","0.00","0.00","0.00","23.78","1","1.000","1","1.000","0","0","1","00:05:00.000","00:00:00.000","00:12:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-02","8568872",,"The Burrito Co","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","0",,"0",,"0",,"33.98","0.00","0.00","0.00","33.98","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:06:00.000","00:18:00.000","0","0","0","0","0","0","0"
"2026-02-23","2030753",,"Fat Cheesesteaks","2624 Pico Blvd ","Santa Monica","CA","90405","4","0",,"0",,"0",,"73.85","0.00","0.00","0.00","73.85","1","0.250","3","0.750","0","0","4","00:04:49.800","00:00:00.000","00:25:10.200","00:43:00.000","0","0","0","0","0","0","0"
"2026-01-26","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","1","0",,"0",,"0",,"25.17","0.00","0.00","0.00","25.17","1","1.000","1","1.000","0","0","1","00:04:00.000","00:04:00.000","00:12:00.000","01:07:00.000","0","0","0","0","0","0","0"
"2026-02-09","3301264","30th St","Viva Vegan Sandwiches","34-02 30th St  ","Astoria","NY","11106","1","0",,"0",,"0",,"41.96","0.00","0.00","0.00","41.96","1","1.000","1","1.000","0","0","1","00:14:00.000","00:01:00.000","00:45:00.000","01:06:00.000","1","0","1","0","0","0","0"
"2026-02-23","3309846","Avenue A","City Light Wraps","93 Avenue A  ","New York","NY","10009","1","0",,"0",,"0",,"61.25","0.00","0.00","0.00","61.25","0",,"0",,"0","0","1","00:06:00.000","00:00:00.000","00:14:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-16","7099080","Jonny's Place - 370 Main St","Jewel's Breakfast Joint","370 Main St  ","East Orange","NJ","07018","1","0",,"0",,"0",,"23.98","0.00","0.00","0.00","23.98","0",,"1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:24:00.000","00:44:00.000","0","0","0","0","0","0","0"
"2026-02-23","2443867",,"Mary's Breakfast Burritos","59 4th Ave ","New York","NY","10003","1","0",,"0",,"0",,"38.95","0.00","0.00","0.00","38.95","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:32:00.000","01:09:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","2","0",,"2","1.000","2","1.000","87.94","0.00","-87.94","-87.94","0.00","1","0.500","0",,"0","0","2",,,,,"0","0","0","0","0","0","0"
"2026-02-23","3312236","4th Ave","Doughboys Sandwiches","59 4th Ave  ","New York","NY","10003","1","0",,"0",,"0",,"54.95","0.00","0.00","0.00","54.95","1","1.000","0",,"0","0","1","00:00:00.000","00:00:00.000","00:16:00.000","00:51:00.000","0","0","0","0","0","0","0"
"2026-02-16","7749128","REAL JUICY BURGERS (RJ Burgers) - 8886 Knot Ave","Bosscat breakfast","8886 Knott Ave  ","Buena Park","CA","90620","1","0",,"0",,"0",,"47.98","0.00","0.00","0.00","47.98","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:04:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-02","10938144","E Anaheim St","Sarah's Breakfast Bar","2841 E Anaheim St  ","Long Beach","CA","90804","1","1","1.000","0",,"0",,"20.98","-20.98","0.00","0.00","0.00","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:08:00.000","00:23:00.000","0","0","0","0","0","0","0"
"2026-02-23","3006704",,"Big E's Wraps","2909A Queens Plaza North  ","Long Island City","NY","11101","1","0",,"0",,"0",,"16.09","0.00","0.00","0.00","16.09","0",,"1","1.000","0","0","1","00:07:00.000","00:00:00.000","00:09:00.000","00:19:00.000","0","0","0","0","0","0","0"
"2026-02-16","3309662","W Peoria Ave #116","Nakamura Ramen House","8520 W Peoria Ave  ","Peoria","AZ","85345","5","0",,"0",,"0",,"131.48","0.00","0.00","0.00","131.48","3","0.600","5","1.000","0","0","5","00:00:49.800","00:00:00.000","00:09:19.800","00:23:10.200","0","0","0","0","0","0","0"
"2026-02-02","3312896","Lexington Ave","Sip On Smoothie","1424 Lexington Ave  ","New York","NY","10128","3","0",,"1","0.333","1","0.333","53.40","0.00","-21.36","-21.36","32.04","2","0.667","3","1.000","0","0","3","00:23:00.000","00:10:30.000","00:09:30.000","00:40:00.000","1","0","0","0","0","1","1"
"2026-02-09","3310745","Newport Blvd","Breakfast Burrito Joint","2400 Newport Blvd  ","Costa Mesa","CA","92627","2","0",,"0",,"0",,"65.48","0.00","0.00","0.00","65.48","1","0.500","2","1.000","0","0","2","00:05:00.000","00:02:30.000","00:11:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-23","2900417",,"Olivia's Breakfast Cafe","226 Newark Ave  ","Jersey City","NJ","07302","1","0",,"0",,"0",,"30.46","0.00","0.00","0.00","30.46","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:18:00.000","01:11:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311499","7th Ave","Alberto's Hero Sandwiches Spot","154 7th Ave  ","New York","NY","10011","1","0",,"0",,"0",,"11.29","0.00","0.00","0.00","11.29","0",,"0",,"0","0","1","00:07:00.000","00:05:00.000","00:18:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-23","3311350","N Broadway","Fried Chicken Savage","854 N Broadway  ","White Plains","NY","10603","1","1","1.000","0",,"0",,"38.86","-2.89","0.00","0.00","35.97","1","1.000","1","1.000","0","0","1","00:03:00.000","00:00:00.000","00:19:00.000","00:33:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310266","3rd Ave","Mighty Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","1","0",,"0",,"0",,"23.06","0.00","0.00","0.00","23.06","1","1.000","0",,"0","0","1","00:06:00.000","00:00:00.000","00:11:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-16","10078552","E Apache Blvd","Chicken Sandwich Loft","2126 E Apache Blvd  ","Tempe","AZ","85281","1","0",,"0",,"0",,"19.58","0.00","0.00","0.00","19.58","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:35:00.000","00:51:00.000","0","0","0","0","0","0","0"
"2026-02-16","3301255","N Citrus Ave","Carmen's Breakfast Burritos","900 N Citrus Ave  ","Covina","CA","91722","1","0",,"0",,"0",,"36.36","0.00","0.00","0.00","36.36","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:09:00.000","00:23:00.000","0","0","0","0","0","0","0"
"2026-02-23","7332904","Midtown Bar and Grill - 415 W Gray St","The Bagel Savage","415 W Gray St  ","Houston","TX","77019","4","0",,"0",,"0",,"56.80","0.00","0.00","0.00","56.80","1","0.250","1","0.250","0","0","4","00:01:00.000","00:00:40.200","00:17:30.000","00:46:40.200","0","0","0","0","0","0","0"
"2026-02-23","3310455","Fulton St","The Pancake Flip","1237 Fulton St  ","Brooklyn","NY","11216","8","0",,"1","0.125","1","0.125","174.80","0.00","-22.37","-22.37","152.43","5","0.625","4","0.500","0","0","8","00:06:40.200","00:00:40.200","00:17:40.200","00:32:26.400","0","0","0","0","0","0","0"
"2026-02-16","6891656","Wholesome Farms Market - 840 Fulton St","Olivia's Breakfast Cafe","840 Fulton St  ","Brooklyn","NY","11238","4","1","0.250","0",,"0",,"67.54","-6.39","0.00","0.00","61.15","3","0.750","3","0.750","0","0","4","00:02:49.800","00:00:00.000","00:08:10.200","00:25:30.000","1","0","0","0","1","0","1"
"2026-02-02","10062104","8th Ave","Panini's On Panini's","382 8th Ave  ","New York","NY","10001","4","0",,"1","0.250","0",,"233.60","0.00","-95.12","0.00","138.48","2","0.500","4","1.000","0","0","4","00:13:00.000","00:04:19.800","00:07:40.200","00:39:30.000","0","0","0","0","0","0","0"
"2026-02-16","3300589","Federal Rd","Cheesin' with My Mac","401 Federal Rd  ","Brookfield","CT","06804","1","0",,"0",,"0",,"21.99","0.00","0.00","0.00","21.99","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:05:00.000","00:36:00.000","0","0","0","0","0","0","0"
