Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Downtime Category - Short,Downtime Category - Description,Minutes Downtime
2026-02-01,2026-02-28,38213641,Luke's Breakfast Club (766 Grand St),38213641,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,38213973,The Smoothie Squeeze (766 Grand St),38213973,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,38214901,High Life Breakfast Sandwiches (589 1st Avenue),38214901,Store Closure,Store Closure - Bad Weather or Power Outage,840
2026-02-01,2026-02-28,38214901,High Life Breakfast Sandwiches (589 1st Avenue),38214901,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,38215405,Original Burger Bar,38215405,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,38215405,Original Burger Bar,38215405,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,38215689,Fiona's Ultimate Wraps,38215689,Store Closure,Store Closure - Bad Weather or Power Outage,150
2026-02-01,2026-02-28,38796180,Fierce Chicken Sandwich (18679 W Dixie Highway),38796180,Store Closure,Store Closure - Dasher Reported,44
2026-02-01,2026-02-28,39042013,Bosscat Breakfast,39042013,Store Closure,Store Closure - Dasher Reported,106
2026-02-01,2026-02-28,39161493,Carmen's Breakfast Burritos,39161493,Store Closure,Store Closure - Bad Weather or Power Outage,838
2026-02-01,2026-02-28,39162061,Fierce Chicken Sandwich,39162061,UNCATEGORIZED,N/A,1918
2026-02-01,2026-02-28,39162061,Fierce Chicken Sandwich,39162061,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,79
2026-02-01,2026-02-28,39162345,Marty's Wraps Shack,39162345,UNCATEGORIZED,N/A,1785
2026-02-01,2026-02-28,39162345,Marty's Wraps Shack,39162345,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,146
2026-02-01,2026-02-28,39846441,Cherry's Chic Desserts,39846441,UNCATEGORIZED,N/A,195
2026-02-01,2026-02-28,39846735,The Crimson Gyro (1428 Polk St),39846735,UNCATEGORIZED,N/A,873
2026-02-01,2026-02-28,39846735,The Crimson Gyro (1428 Polk St),39846735,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,40011133,Selena's Torta Shack,40011133,UNCATEGORIZED,N/A,331
2026-02-01,2026-02-28,40050277,Sicily's Calzone House (1411 Bronx River Ave),40050277,Store Closure,Store Closure - Bad Weather or Power Outage,360
2026-02-01,2026-02-28,40824279,Breakfast Burrito Snob,40824279,Store Closure,Store Closure - Dasher Reported,3003
